Game,n,k,Approximator,Budget,MSE_mean,MSE_std,MSE_min,MSE_max,MSE_se,Prec10_mean,Prec10_std,Prec10_min,Prec10_max,Prec10_se,Runtime_mean,Runtime_std,Runtime_min,Runtime_max,Runtime_se,Iterations
SOUM,15,4,PermutationIQStratified,10000,0.14804326159692358,0.014498549834059593,0.12649189822713733,0.1746682348685599,0.004584844024508461,0.15,0.08498365855987976,0.0,0.3,0.0268741924943285,9.14518666267395,0.6124559442666901,8.615920305252075,10.416025876998901,0.19367557503918842,10
SOUM,15,4,PermutationSamplingSII,10000,0.25255292000962437,0.13006082379751271,0.10874207757604584,0.4381206867368288,0.041128843755797034,0.0,0.0,0.0,0.0,0.0,0.2568976879119873,0.0007743275432402375,0.25577878952026367,0.25849056243896484,0.00024486386916416615,10
SOUM,15,4,SHAPIQ,10000,0.11848045723331468,0.06226294451154147,0.06555069991502484,0.22585368976730377,0.0196892718485151,0.16999999999999998,0.13374935098492588,0.0,0.4,0.042295258468165065,4.234293866157532,0.1080874065765818,4.135064125061035,4.5026257038116455,0.03418023911626608,10
SOUM,15,4,SVARMIQ,10000,0.042102863993872926,0.014550595875013162,0.026538511442965484,0.06886156417727854,0.004601302427769229,0.4,0.1632993161855452,0.2,0.7,0.05163977794943222,434.4953653335571,1.4557825395635604,432.0639729499817,436.6912257671356,0.46035886029250495,10
SOUM,15,5,KernelSHAPIQ,10000,32.29605977696747,33.89158646138654,3.82471173239762,95.36468666117696,10.717460673450773,0.0,0.0,0.0,0.0,0.0,106.16949315071106,1.452187755262258,104.41611766815186,107.90337777137756,0.45922208968359135,10
SOUM,15,5,PermutationIQ,10000,0.49190441848944333,0.0640219265795264,0.38370593766100314,0.565474476069969,0.020245510818337652,0.0,0.0,0.0,0.0,0.0,27.439769744873047,2.031815995299953,25.51307463645935,30.569645881652832,0.6425166331509821,10
SOUM,15,5,PermutationIQStratified,10000,0.49377582574611134,0.06117999375873556,0.3929081143263771,0.5682921197347235,0.019346812751249037,0.0,0.0,0.0,0.0,0.0,31.097911310195922,3.713189706328243,27.7663996219635,37.16175055503845,1.1742136856288987,10
SOUM,15,5,PermutationSamplingSII,10000,0.12869099962629477,0.06668904360590669,0.04677231515563103,0.24092686816014894,0.02108892727729536,0.0,0.0,0.0,0.0,0.0,0.2346210241317749,0.001435879646124099,0.23286867141723633,0.23671197891235352,0.0004540650127628757,10
SOUM,15,5,SHAPIQ,10000,0.39589221014064335,0.22056000914837584,0.19303601062234155,0.8400548809723806,0.06974719896564423,0.01,0.03162277660168379,0.0,0.1,0.009999999999999998,10.162559819221496,1.193014241822252,9.171589851379395,11.96976637840271,0.3772642285177224,10
SOUM,15,5,SVARMIQ,10000,0.1475055729727891,0.04145184203310975,0.09930334152286474,0.22609452446527492,0.013108223403413154,0.11000000000000001,0.07378647873726218,0.0,0.2,0.02333333333333333,2052.663582611084,45.46791583805859,2010.7733147144318,2129.525294780731,14.378217450910872,10
