"","Facetvar","Variant","Budget","MSE","MSE_ribbon_min","MSE_ribbon_max"
"675","K=(9, 10, 11)","player_10",500,1.2070758842415e-07,9.43763873414748e-08,1.47038789506826e-07
"676","K=(9, 10, 11)","player_10",750,4.06154030830692e-08,3.14960834695963e-08,4.9734722696542e-08
"677","K=(9, 10, 11)","player_10",1000,4.19073226671558e-08,3.52833587248644e-08,4.85312866094472e-08
"678","K=(9, 10, 11)","player_10",2000,2.72532697744194e-08,2.19508624022934e-08,3.25556771465455e-08
"679","K=(9, 10, 11)","player_10",3500,1.54917710885092e-08,1.25576999305671e-08,1.84258422464513e-08
"680","K=(9, 10, 11)","player_10",5000,8.62917646605195e-09,7.02316103708494e-09,1.0235191895019e-08
"681","K=(9, 10, 11)","player_10",7500,7.32763433653901e-09,5.9531221912358e-09,8.70214648184223e-09
"682","K=(9, 10, 11)","player_10",10000,8.66631309486868e-09,7.26697189948878e-09,1.00656542902486e-08
"683","K=(9, 10, 11)","player_11",50,4.38274601997155e-09,4.38274601997155e-09,4.38274601997155e-09
"684","K=(9, 10, 11)","player_11",100,4.38274601997155e-09,4.38274601997155e-09,4.38274601997155e-09
"685","K=(9, 10, 11)","player_11",250,4.38274601997155e-09,4.38274601997155e-09,4.38274601997155e-09
"686","K=(9, 10, 11)","player_11",500,4.38274601997155e-09,4.38274601997155e-09,4.38274601997155e-09
"687","K=(9, 10, 11)","player_11",750,4.38274601997155e-09,4.38274601997155e-09,4.38274601997155e-09
"688","K=(9, 10, 11)","player_11",1000,4.38274601997155e-09,4.38274601997155e-09,4.38274601997155e-09
"689","K=(9, 10, 11)","player_11",2000,4.38274601997155e-09,4.38274601997155e-09,4.38274601997155e-09
"690","K=(9, 10, 11)","player_11",3500,4.38274601997155e-09,4.38274601997155e-09,4.38274601997155e-09
"691","K=(9, 10, 11)","player_11",5000,4.38274601997155e-09,4.38274601997155e-09,4.38274601997155e-09
"692","K=(9, 10, 11)","player_11",7500,4.38274601997155e-09,4.38274601997155e-09,4.38274601997155e-09
"693","K=(9, 10, 11)","player_11",10000,4.38274601997155e-09,4.38274601997155e-09,4.38274601997155e-09
"694","K=(9, 10, 11)","player_9",50,1.90608410375356e-07,1.27876933529311e-07,2.53339887221401e-07
"695","K=(9, 10, 11)","player_9",100,1.33881278974375e-07,9.60602086709402e-08,1.7170234927781e-07
"696","K=(9, 10, 11)","player_9",250,6.7514344511183e-08,5.25310199288506e-08,8.24976690935155e-08
"697","K=(9, 10, 11)","player_9",500,3.06028281511166e-08,2.30865530073853e-08,3.81191032948479e-08
"698","K=(9, 10, 11)","player_9",750,2.22552665499643e-08,1.83565313624196e-08,2.6154001737509e-08
"699","K=(9, 10, 11)","player_9",1000,9.7133548939397e-09,8.24120154487909e-09,1.11855082430003e-08
"700","K=(9, 10, 11)","player_9",2000,1.42614915248135e-08,1.16141784025866e-08,1.69088046470403e-08
"701","K=(9, 10, 11)","player_9",3500,7.85733695811283e-09,6.14973232741954e-09,9.56494158880612e-09
"702","K=(9, 10, 11)","player_9",5000,7.07896679190794e-09,6.12692478200993e-09,8.03100880180595e-09
"703","K=(9, 10, 11)","player_9",7500,6.15383580628804e-09,5.48006985209651e-09,6.82760176047957e-09
"704","K=(9, 10, 11)","player_9",10000,5.20825836767008e-09,4.50397496919326e-09,5.91254176614691e-09
