"","Facetvar","Variant","Budget","MSE","MSE_ribbon_min","MSE_ribbon_max"
"277","K=(4, 6)","inverse_variance_weighting",100,1.26245910879829,1.0985678205987,1.42635039699788
"278","K=(4, 6)","inverse_variance_weighting",250,1.46400226694914,1.3228426150478,1.60516191885047
"279","K=(4, 6)","inverse_variance_weighting",500,1.58342874927278,1.41063793610756,1.75621956243801
"280","K=(4, 6)","inverse_variance_weighting",750,1.55568094119621,1.46174704803356,1.64961483435886
"281","K=(4, 6)","inverse_variance_weighting",1000,1.63583924668,1.54032200623965,1.73135648712036
"282","K=(4, 6)","inverse_variance_weighting",2000,1.78144570623394,1.69268348326826,1.87020792919961
"283","K=(4, 6)","inverse_variance_weighting",3500,1.66315503777945,1.60457198577178,1.72173808978712
"284","K=(4, 6)","inverse_variance_weighting",5000,1.67896165286609,1.64019895036344,1.71772435536875
"285","K=(4, 6)","inverse_variance_weighting",7500,1.76024705194298,1.73369341591985,1.7868006879661
"286","K=(4, 6)","inverse_variance_weighting",10000,1.71480999341183,1.68640229963741,1.74321768718626
"287","K=(4, 6)","inverse_variance_weighting_optimal",50,3.39871267445893,2.12364475803022,4.67378059088765
"288","K=(4, 6)","inverse_variance_weighting_optimal",100,1.71986431200713,1.38304045861466,2.05668816539961
"289","K=(4, 6)","inverse_variance_weighting_optimal",250,2.09657596018071,1.89901521120951,2.29413670915192
"290","K=(4, 6)","inverse_variance_weighting_optimal",500,1.95263539185441,1.77395835355553,2.1313124301533
"291","K=(4, 6)","inverse_variance_weighting_optimal",750,2.00218365749154,1.87341407344058,2.1309532415425
"292","K=(4, 6)","inverse_variance_weighting_optimal",1000,1.95256239764164,1.84767131184574,2.05745348343754
"293","K=(4, 6)","inverse_variance_weighting_optimal",2000,2.02564462701545,1.92372543754569,2.12756381648521
"294","K=(4, 6)","inverse_variance_weighting_optimal",3500,1.72367054438103,1.66355577594072,1.78378531282133
"295","K=(4, 6)","inverse_variance_weighting_optimal",5000,1.73874066476723,1.70072021379418,1.77676111574027
