"","Facetvar","Approximator","Budget","MSE","MSE_ribbon_min","MSE_ribbon_max"
"63","k=2","PermutationIQ",50,0.0177733691013908,0.0168194687233548,0.0187272694794268
"64","k=2","PermutationIQ",100,0.00972088505043026,0.00915079830823306,0.0102909717926275
"65","k=2","PermutationIQ",250,0.00443801259186857,0.0042861525283559,0.00458987265538124
"66","k=2","PermutationIQ",500,0.00251525770863656,0.00244162954770112,0.002588885869572
"67","k=2","PermutationIQ",750,0.00166146414206709,0.00162538038676124,0.00169754789737294
"68","k=2","PermutationIQ",1000,0.00131848517117684,0.00128995002966486,0.00134702031268882
"69","k=2","PermutationIQ",2000,0.00066823009283044,0.000651580009870389,0.000684880175790491
"70","k=2","PermutationIQ",3500,0.0003775315362284,0.000369014730575861,0.000386048341880939
"71","k=2","PermutationIQ",5000,0.00028203854715309,0.000275172474616415,0.000288904619689765
"72","k=2","PermutationIQStratified",100,0.0177327210114773,0.0166131485549404,0.0188522934680142
"73","k=2","PermutationIQStratified",250,0.00813784980573359,0.00778764362128024,0.00848805599018694
"74","k=2","PermutationIQStratified",500,0.00359655546973823,0.00345723389359495,0.00373587704588151
"75","k=2","PermutationIQStratified",750,0.00224745666455778,0.00216727145602249,0.00232764187309307
"76","k=2","PermutationIQStratified",1000,0.00164701814156453,0.00160132117374076,0.0016927151093883
"77","k=2","PermutationIQStratified",2000,0.00069956718098259,0.000680819910759552,0.000718314451205628
"78","k=2","PermutationIQStratified",3500,0.00038167163652634,0.000373994080571384,0.000389349192481296
"79","k=2","PermutationIQStratified",5000,0.00028013391741734,0.000272836650021956,0.000287431184812724
"80","k=2","PermutationSamplingSII",50,0.00065339215311554,0.000615632661019638,0.000691151645211442
"81","k=2","PermutationSamplingSII",100,0.00065339215311554,0.000615632661019638,0.000691151645211442
"82","k=2","PermutationSamplingSII",250,0.00065339215311554,0.000615632661019638,0.000691151645211442
"83","k=2","PermutationSamplingSII",500,0.00789422392207918,0.00733685461984202,0.00845159322431634
"84","k=2","PermutationSamplingSII",750,0.0133822515903816,0.0124893316468086,0.0142751715339546
"85","k=2","PermutationSamplingSII",1000,0.0142763660961444,0.0135093176962115,0.0150434144960774
"86","k=2","PermutationSamplingSII",2000,0.0255318220789081,0.0245104966445539,0.0265531475132623
"87","k=2","PermutationSamplingSII",3500,0.0289962009418035,0.0278787427788648,0.0301136591047422
"88","k=2","PermutationSamplingSII",5000,0.0278821702339219,0.02686988699554,0.0288944534723037
"89","k=2","SHAPIQ",50,0.0124071343300271,0.0109812760521698,0.0138329926078844
"90","k=2","SHAPIQ",100,0.00554293361278933,0.00489031190144532,0.00619555532413334
"91","k=2","SHAPIQ",250,0.00147724885902439,0.00129075825447194,0.00166373946357684
"92","k=2","SHAPIQ",500,0.00015762491839797,0.000138270844791617,0.000176978992004323
"93","k=2","SHAPIQ",750,6.19540154226352e-05,5.5782428726155e-05,6.81256021191154e-05
"94","k=2","SHAPIQ",1000,0.004826233401983,0.00421025048144116,0.00544221632252484
"95","k=2","SHAPIQ",2000,0.00025972732660401,0.000225355751844718,0.000294098901363302
"96","k=2","SHAPIQ",3500,9.80027828947414e-05,8.54750994302624e-05,0.00011053046635922
"97","k=2","SHAPIQ",5000,5.69622986640538e-05,4.95161965133924e-05,6.44084008147152e-05
"98","k=2","SVARMIQ",50,0.00171097825014387,0.00154363035182915,0.00187832614845859
"99","k=2","SVARMIQ",100,0.00193620644293936,0.00167229757008715,0.00220011531579157
"100","k=2","SVARMIQ",250,0.00069913630438689,0.000614339881275438,0.000783932727498342
"101","k=2","SVARMIQ",500,5.38151685702857e-05,5.24064421734003e-05,5.52238949671711e-05
"102","k=2","SVARMIQ",750,2.50897038187267e-05,2.45038078235594e-05,2.56755998138939e-05
"103","k=2","SVARMIQ",1000,0.00211795387137193,0.00193608206010539,0.00229982568263847
"104","k=2","SVARMIQ",2000,8.25682780671326e-05,8.07464956938643e-05,8.4390060440401e-05
"105","k=2","SVARMIQ",3500,3.15937648710132e-05,3.09291762780377e-05,3.22583534639887e-05
"106","k=2","SVARMIQ",5000,1.86968568885368e-05,1.82837086631793e-05,1.91100051138942e-05
"107","k=3","KernelSHAPIQ",50,0.0225363189317535,0.0092134065121281,0.0358592313513788
